date,plant,vehicle_model,part_name,supplier,defect_type,inspection_method,production_volume,defect_count,rework_cost,warranty_cost,test_stage,failure_mode,severity_score
2024-09-24,Plant-B,Offroad-A,Door Trim,Supplier-Alpha,Crack,Manual,1042,13,4837,12552,DV,Material Crack,5
2024-10-21,Plant-C,Offroad-A,Dashboard Panel,Supplier-Beta,Fitment Gap,Automated,856,16,3464,8728,PV,Loose Mounting,1
2024-04-22,Plant-A,SUV-B,Dashboard Panel,Supplier-Alpha,Fitment Gap,Automated,1030,10,4839,13823,DV,Paint Peeling,8
2024-04-10,Plant-A,Utility-A,Wheel Arch Cladding,Supplier-Beta,Warping,Manual,979,17,1577,4067,DV,Loose Mounting,3
2024-04-22,Plant-A,SUV-B,Door Trim,Supplier-Delta,Scratch,Manual,1296,18,3042,19367,DV,Dimensional Variation,7
2024-03-21,Plant-C,SUV-A,Door Trim,Supplier-Delta,Fitment Gap,Manual,572,13,14693,4256,DV,Loose Mounting,1
2024-07-05,Plant-C,SUV-A,Dashboard Panel,Supplier-Alpha,Scratch,Manual,890,20,3922,13147,Production,Paint Peeling,10
2024-04-22,Plant-A,SUV-B,Front Bumper,Supplier-Alpha,Fitment Gap,Automated,1453,13,12673,9773,DV,Dimensional Variation,2
2024-01-02,Plant-A,Offroad-A,Front Bumper,Supplier-Gamma,Scratch,Automated,575,13,9802,4117,PV,Dimensional Variation,6
2024-05-09,Plant-B,SUV-A,Fender Cladding,Supplier-Beta,Scratch,Manual,687,13,4355,12285,PV,Surface Damage,6
2024-08-07,Plant-C,SUV-A,Front Bumper,Supplier-Gamma,Crack,Automated,1190,17,1170,7766,Production,Loose Mounting,6
2024-02-23,Plant-C,SUV-B,Door Trim,Supplier-Gamma,Paint Defect,Automated,1490,18,11967,15337,Production,Surface Damage,7
2024-12-08,Plant-A,SUV-B,Wheel Arch Cladding,Supplier-Delta,Fitment Gap,Manual,837,14,9719,17554,Production,Paint Peeling,2
2024-08-11,Plant-A,Utility-A,Front Bumper,Supplier-Alpha,Warping,Manual,975,17,10304,15112,PV,Surface Damage,9
2024-08-12,Plant-D,SUV-B,Dashboard Panel,Supplier-Delta,Paint Defect,Automated,805,22,14078,8936,Production,Surface Damage,2
2024-05-05,Plant-C,SUV-B,Dashboard Panel,Supplier-Alpha,Crack,Automated,1416,9,5454,4242,PV,Paint Peeling,10
2024-05-09,Plant-D,SUV-A,Fender Cladding,Supplier-Delta,Crack,Manual,1148,15,11530,18963,Production,Dimensional Variation,1
2024-02-22,Plant-B,SUV-A,Fender Cladding,Supplier-Delta,Crack,Manual,661,16,10432,12156,Production,Loose Mounting,9
2024-06-20,Plant-D,SUV-A,Door Trim,Supplier-Delta,Warping,Manual,1301,17,4708,12357,DV,Surface Damage,9
2024-08-05,Plant-A,Offroad-A,Front Bumper,Supplier-Beta,Fitment Gap,Automated,546,14,14480,12037,DV,Material Crack,7
2024-06-08,Plant-C,SUV-A,Front Bumper,Supplier-Delta,Fitment Gap,Manual,523,18,5468,7318,PV,Dimensional Variation,6
2024-07-16,Plant-C,SUV-A,Fender Cladding,Supplier-Beta,Scratch,Manual,835,16,9678,9210,DV,Surface Damage,1
2024-09-03,Plant-D,SUV-B,Front Bumper,Supplier-Delta,Scratch,Automated,783,13,6484,13734,DV,Material Crack,10
2024-11-19,Plant-D,Utility-A,Door Trim,Supplier-Alpha,Scratch,Manual,673,14,9597,15995,DV,Paint Peeling,10
2024-07-21,Plant-B,SUV-A,Wheel Arch Cladding,Supplier-Beta,Warping,Manual,806,9,12849,4569,DV,Surface Damage,10
2024-07-02,Plant-B,Utility-A,Dashboard Panel,Supplier-Alpha,Paint Defect,Manual,1378,11,12648,10224,DV,Loose Mounting,1
2024-05-02,Plant-A,SUV-A,Door Trim,Supplier-Alpha,Fitment Gap,Automated,1494,13,11233,8461,DV,Dimensional Variation,1
2024-09-11,Plant-A,SUV-A,Front Bumper,Supplier-Alpha,Scratch,Automated,1273,11,8213,3140,DV,Surface Damage,7
2024-10-20,Plant-A,Utility-A,Door Trim,Supplier-Beta,Warping,Manual,729,14,13133,17437,PV,Loose Mounting,7
2024-10-06,Plant-D,SUV-B,Dashboard Panel,Supplier-Gamma,Warping,Automated,1202,18,13565,14166,DV,Surface Damage,3
2024-11-20,Plant-D,SUV-A,Rear Bumper,Supplier-Beta,Scratch,Manual,617,13,4359,13109,DV,Material Crack,9
2024-04-07,Plant-C,Utility-A,Dashboard Panel,Supplier-Gamma,Crack,Automated,552,16,9918,6469,Production,Dimensional Variation,8
2024-07-16,Plant-A,SUV-A,Dashboard Panel,Supplier-Beta,Crack,Automated,691,19,11326,15002,PV,Loose Mounting,6
2024-08-27,Plant-D,Offroad-A,Rear Bumper,Supplier-Delta,Crack,Manual,1447,27,13281,2592,PV,Loose Mounting,5
2024-05-23,Plant-C,Offroad-A,Front Bumper,Supplier-Gamma,Scratch,Manual,1071,12,11251,4210,Production,Paint Peeling,2
2024-04-06,Plant-A,Offroad-A,Front Bumper,Supplier-Delta,Warping,Automated,1436,17,1338,7413,PV,Dimensional Variation,7
2024-07-19,Plant-B,Offroad-A,Wheel Arch Cladding,Supplier-Gamma,Warping,Automated,1022,16,13742,7305,PV,Surface Damage,8
2024-05-03,Plant-B,SUV-B,Dashboard Panel,Supplier-Beta,Fitment Gap,Automated,1271,13,11650,10367,PV,Material Crack,1
2024-07-05,Plant-D,Offroad-A,Door Trim,Supplier-Beta,Crack,Automated,1281,12,10113,16182,DV,Surface Damage,5
2024-11-21,Plant-C,Utility-A,Wheel Arch Cladding,Supplier-Gamma,Scratch,Manual,640,17,13433,5930,DV,Material Crack,5
2024-12-14,Plant-B,SUV-A,Front Bumper,Supplier-Delta,Fitment Gap,Automated,1154,6,5187,12938,DV,Paint Peeling,6
2024-09-15,Plant-C,Utility-A,Front Bumper,Supplier-Alpha,Warping,Manual,612,13,11058,9218,Production,Loose Mounting,6
2024-05-27,Plant-C,Offroad-A,Fender Cladding,Supplier-Gamma,Fitment Gap,Manual,763,15,8105,12176,Production,Material Crack,8
2024-09-08,Plant-B,SUV-B,Wheel Arch Cladding,Supplier-Gamma,Crack,Automated,990,17,6712,19217,DV,Loose Mounting,6
2024-12-11,Plant-C,Offroad-A,Front Bumper,Supplier-Delta,Paint Defect,Automated,843,12,7844,11332,DV,Loose Mounting,6
2024-05-26,Plant-B,Offroad-A,Rear Bumper,Supplier-Alpha,Crack,Automated,1022,14,1685,2334,PV,Surface Damage,5
2024-05-27,Plant-D,SUV-B,Fender Cladding,Supplier-Gamma,Crack,Manual,1379,18,10756,16330,Production,Material Crack,8
2024-12-17,Plant-A,SUV-B,Door Trim,Supplier-Alpha,Scratch,Manual,598,16,4825,16656,Production,Material Crack,7
2024-07-17,Plant-A,SUV-B,Fender Cladding,Supplier-Alpha,Paint Defect,Automated,972,19,3702,17301,PV,Loose Mounting,8
2024-11-03,Plant-D,SUV-B,Dashboard Panel,Supplier-Beta,Paint Defect,Automated,522,12,4771,17005,Production,Material Crack,2
2024-05-07,Plant-B,SUV-B,Dashboard Panel,Supplier-Delta,Paint Defect,Automated,738,7,3257,14715,DV,Dimensional Variation,7
2024-02-08,Plant-B,SUV-B,Door Trim,Supplier-Gamma,Warping,Manual,1120,12,8323,16935,DV,Paint Peeling,7
2024-12-03,Plant-B,SUV-A,Rear Bumper,Supplier-Gamma,Fitment Gap,Manual,762,15,7312,17281,Production,Dimensional Variation,5
2024-12-25,Plant-B,Offroad-A,Door Trim,Supplier-Alpha,Warping,Automated,824,18,2838,13378,Production,Surface Damage,6
2024-05-08,Plant-D,Offroad-A,Wheel Arch Cladding,Supplier-Gamma,Paint Defect,Manual,1171,15,10515,6343,DV,Surface Damage,9
2024-09-23,Plant-A,SUV-B,Door Trim,Supplier-Alpha,Scratch,Manual,1231,12,13695,13540,Production,Dimensional Variation,3
2024-05-30,Plant-C,Utility-A,Door Trim,Supplier-Gamma,Crack,Manual,1183,11,3681,14378,Production,Paint Peeling,10
2024-10-24,Plant-C,SUV-B,Fender Cladding,Supplier-Delta,Crack,Manual,886,15,13065,17608,PV,Material Crack,7
2024-04-08,Plant-A,SUV-A,Rear Bumper,Supplier-Gamma,Warping,Automated,1105,18,5970,2046,Production,Paint Peeling,8
2024-09-19,Plant-D,Utility-A,Door Trim,Supplier-Alpha,Warping,Automated,621,13,14146,2588,DV,Paint Peeling,3
2024-09-08,Plant-C,SUV-A,Wheel Arch Cladding,Supplier-Alpha,Scratch,Automated,799,12,1019,3127,Production,Material Crack,5
2024-05-23,Plant-A,Utility-A,Fender Cladding,Supplier-Gamma,Crack,Manual,1208,15,5328,17264,Production,Material Crack,9
2024-12-11,Plant-D,Utility-A,Rear Bumper,Supplier-Gamma,Warping,Automated,1062,10,1792,3657,DV,Material Crack,3
2024-04-21,Plant-C,SUV-B,Rear Bumper,Supplier-Alpha,Fitment Gap,Automated,816,16,8222,2484,DV,Material Crack,3
2024-02-29,Plant-B,SUV-A,Front Bumper,Supplier-Beta,Warping,Manual,1318,17,13528,8967,Production,Loose Mounting,3
2024-01-02,Plant-B,Utility-A,Dashboard Panel,Supplier-Beta,Warping,Manual,1428,16,4289,19702,Production,Dimensional Variation,10
2024-10-30,Plant-D,SUV-A,Wheel Arch Cladding,Supplier-Gamma,Paint Defect,Manual,519,15,3474,17849,Production,Loose Mounting,5
2024-09-10,Plant-B,SUV-B,Dashboard Panel,Supplier-Delta,Fitment Gap,Automated,1041,17,2972,12997,Production,Dimensional Variation,3
2024-05-19,Plant-D,SUV-B,Fender Cladding,Supplier-Gamma,Fitment Gap,Automated,1388,11,5820,17879,Production,Dimensional Variation,10
2024-02-06,Plant-A,SUV-B,Fender Cladding,Supplier-Delta,Scratch,Manual,799,14,2713,9043,Production,Dimensional Variation,10
2024-06-08,Plant-A,SUV-B,Wheel Arch Cladding,Supplier-Gamma,Paint Defect,Automated,969,12,13342,10942,PV,Paint Peeling,6
2024-01-09,Plant-C,Offroad-A,Rear Bumper,Supplier-Alpha,Fitment Gap,Automated,585,10,1908,8276,DV,Dimensional Variation,5
2024-08-20,Plant-D,Utility-A,Door Trim,Supplier-Gamma,Paint Defect,Manual,1241,16,2200,8405,Production,Material Crack,7
2024-04-08,Plant-C,Offroad-A,Wheel Arch Cladding,Supplier-Delta,Paint Defect,Manual,1168,13,4552,9655,DV,Paint Peeling,4
2024-05-26,Plant-C,SUV-B,Fender Cladding,Supplier-Delta,Crack,Automated,904,17,8291,5688,PV,Paint Peeling,3
2024-10-30,Plant-A,Utility-A,Dashboard Panel,Supplier-Gamma,Fitment Gap,Automated,1477,12,3907,10825,DV,Loose Mounting,8
2024-07-26,Plant-C,Utility-A,Wheel Arch Cladding,Supplier-Gamma,Crack,Manual,1192,17,11506,19897,DV,Surface Damage,1
2024-05-10,Plant-B,SUV-A,Rear Bumper,Supplier-Beta,Warping,Manual,611,14,12641,16762,DV,Paint Peeling,2
2024-05-31,Plant-C,SUV-B,Front Bumper,Supplier-Gamma,Warping,Manual,638,12,3678,3380,PV,Material Crack,9
2024-02-23,Plant-D,Offroad-A,Front Bumper,Supplier-Gamma,Crack,Manual,509,14,5301,14725,Production,Paint Peeling,6
2024-04-29,Plant-B,SUV-A,Door Trim,Supplier-Alpha,Warping,Automated,790,10,3643,4512,PV,Loose Mounting,7
2024-06-09,Plant-A,Utility-A,Door Trim,Supplier-Delta,Crack,Automated,1421,19,9035,6820,PV,Paint Peeling,2
2024-04-25,Plant-D,Offroad-A,Rear Bumper,Supplier-Beta,Scratch,Automated,878,16,5115,13766,PV,Surface Damage,10
2024-03-15,Plant-B,SUV-B,Dashboard Panel,Supplier-Alpha,Paint Defect,Automated,1381,24,3119,16408,DV,Dimensional Variation,2
2024-04-22,Plant-D,Offroad-A,Door Trim,Supplier-Gamma,Scratch,Automated,1439,23,8762,8258,PV,Paint Peeling,6
2024-04-13,Plant-B,Offroad-A,Front Bumper,Supplier-Delta,Fitment Gap,Manual,737,14,12339,15414,PV,Loose Mounting,8
2024-12-05,Plant-D,Offroad-A,Rear Bumper,Supplier-Gamma,Scratch,Manual,1143,13,14200,2819,DV,Surface Damage,5
2024-09-10,Plant-D,SUV-A,Rear Bumper,Supplier-Gamma,Scratch,Manual,829,15,4360,2258,DV,Dimensional Variation,2
2024-08-14,Plant-B,Utility-A,Rear Bumper,Supplier-Gamma,Warping,Manual,684,15,9434,13845,DV,Paint Peeling,8
2024-04-21,Plant-A,Offroad-A,Wheel Arch Cladding,Supplier-Gamma,Crack,Automated,1306,13,14587,10339,PV,Material Crack,6
2024-04-08,Plant-A,Utility-A,Dashboard Panel,Supplier-Delta,Fitment Gap,Automated,1219,13,1429,9927,DV,Paint Peeling,6
2024-06-01,Plant-D,SUV-A,Dashboard Panel,Supplier-Alpha,Warping,Manual,1261,11,7430,12821,Production,Material Crack,10
2024-12-14,Plant-D,SUV-B,Door Trim,Supplier-Gamma,Fitment Gap,Automated,924,22,13901,16750,Production,Loose Mounting,4
2024-12-03,Plant-A,SUV-B,Dashboard Panel,Supplier-Gamma,Paint Defect,Manual,1361,21,12186,2911,DV,Dimensional Variation,1
2024-07-12,Plant-A,Offroad-A,Fender Cladding,Supplier-Beta,Crack,Automated,822,12,13407,10469,PV,Paint Peeling,9
2024-11-05,Plant-C,SUV-A,Front Bumper,Supplier-Beta,Warping,Automated,981,15,1247,15991,PV,Dimensional Variation,3
2024-06-11,Plant-A,SUV-B,Door Trim,Supplier-Delta,Scratch,Automated,1100,16,14650,15191,Production,Material Crack,8
2024-07-26,Plant-D,SUV-A,Dashboard Panel,Supplier-Gamma,Paint Defect,Automated,857,16,5882,16400,PV,Surface Damage,7
2024-06-17,Plant-B,SUV-A,Front Bumper,Supplier-Gamma,Scratch,Automated,861,16,9509,16493,Production,Loose Mounting,2
2024-06-09,Plant-A,Offroad-A,Door Trim,Supplier-Gamma,Fitment Gap,Automated,535,12,6035,3977,DV,Paint Peeling,7
2024-03-08,Plant-C,Offroad-A,Fender Cladding,Supplier-Delta,Paint Defect,Automated,1015,18,1716,11473,Production,Surface Damage,7
2024-10-15,Plant-C,SUV-A,Front Bumper,Supplier-Delta,Warping,Manual,1245,9,7821,15744,PV,Loose Mounting,5
2024-10-03,Plant-C,SUV-A,Fender Cladding,Supplier-Gamma,Scratch,Manual,829,19,6936,7572,Production,Material Crack,3
2024-10-30,Plant-B,Offroad-A,Front Bumper,Supplier-Gamma,Scratch,Automated,768,11,13608,19163,PV,Loose Mounting,3
2024-05-14,Plant-A,SUV-A,Wheel Arch Cladding,Supplier-Delta,Fitment Gap,Manual,569,12,4338,4308,Production,Dimensional Variation,4
2024-07-13,Plant-A,Offroad-A,Wheel Arch Cladding,Supplier-Gamma,Fitment Gap,Manual,1018,11,1282,16049,DV,Material Crack,8
2024-05-07,Plant-A,Utility-A,Front Bumper,Supplier-Alpha,Crack,Manual,1167,18,13772,14491,Production,Loose Mounting,8
2024-02-02,Plant-B,SUV-A,Front Bumper,Supplier-Alpha,Crack,Manual,1454,16,13857,9934,DV,Dimensional Variation,7
2024-06-24,Plant-B,Offroad-A,Fender Cladding,Supplier-Delta,Fitment Gap,Manual,877,17,14542,14058,DV,Dimensional Variation,6
2024-01-22,Plant-D,SUV-A,Dashboard Panel,Supplier-Alpha,Crack,Automated,792,15,6055,5248,DV,Paint Peeling,3
2024-08-25,Plant-C,Offroad-A,Rear Bumper,Supplier-Beta,Scratch,Automated,1410,17,10408,10163,PV,Paint Peeling,10
2024-06-06,Plant-C,SUV-A,Front Bumper,Supplier-Gamma,Fitment Gap,Automated,785,12,3574,15762,DV,Loose Mounting,9
2024-02-07,Plant-A,SUV-B,Door Trim,Supplier-Beta,Paint Defect,Manual,859,18,13113,17425,PV,Dimensional Variation,9
2024-08-17,Plant-B,SUV-B,Door Trim,Supplier-Beta,Fitment Gap,Manual,1085,16,12608,5893,DV,Surface Damage,1
2024-12-30,Plant-B,SUV-A,Door Trim,Supplier-Beta,Warping,Automated,1023,19,4328,13932,Production,Dimensional Variation,6
2024-02-20,Plant-A,SUV-B,Wheel Arch Cladding,Supplier-Alpha,Warping,Manual,836,10,8698,4028,Production,Material Crack,7
2024-09-20,Plant-A,SUV-A,Dashboard Panel,Supplier-Gamma,Fitment Gap,Automated,1123,12,6303,7976,DV,Loose Mounting,10
2024-10-09,Plant-D,SUV-A,Fender Cladding,Supplier-Gamma,Paint Defect,Automated,1041,16,12967,12480,Production,Loose Mounting,2
2024-01-27,Plant-C,Utility-A,Dashboard Panel,Supplier-Delta,Fitment Gap,Manual,1396,12,2825,18890,Production,Paint Peeling,9
2024-08-13,Plant-C,Utility-A,Wheel Arch Cladding,Supplier-Beta,Paint Defect,Manual,535,19,4647,4051,PV,Dimensional Variation,8
2024-10-03,Plant-C,SUV-B,Dashboard Panel,Supplier-Alpha,Scratch,Manual,987,14,8945,16774,PV,Paint Peeling,4
2024-10-12,Plant-D,Utility-A,Dashboard Panel,Supplier-Beta,Scratch,Automated,878,23,14131,7163,Production,Dimensional Variation,9
2024-04-06,Plant-A,Utility-A,Door Trim,Supplier-Beta,Paint Defect,Automated,843,18,7331,19344,DV,Loose Mounting,9
2024-10-10,Plant-A,SUV-A,Front Bumper,Supplier-Gamma,Crack,Automated,729,17,13284,4946,DV,Material Crack,1
2024-11-12,Plant-C,Offroad-A,Door Trim,Supplier-Delta,Scratch,Automated,1288,22,6798,2061,PV,Material Crack,1
2024-10-30,Plant-C,SUV-A,Dashboard Panel,Supplier-Alpha,Warping,Manual,1117,8,6868,16309,Production,Material Crack,4
2024-05-26,Plant-D,Utility-A,Front Bumper,Supplier-Gamma,Fitment Gap,Automated,1299,20,2089,10541,PV,Loose Mounting,7
2024-01-04,Plant-B,SUV-A,Fender Cladding,Supplier-Beta,Crack,Manual,1261,18,1287,2004,DV,Paint Peeling,10
2024-02-04,Plant-B,SUV-B,Rear Bumper,Supplier-Gamma,Warping,Automated,1074,18,10266,8538,PV,Dimensional Variation,9
2024-07-10,Plant-C,Offroad-A,Front Bumper,Supplier-Beta,Fitment Gap,Automated,1477,11,6688,7620,Production,Paint Peeling,5
2024-02-18,Plant-D,Utility-A,Wheel Arch Cladding,Supplier-Alpha,Warping,Automated,896,17,3131,18397,DV,Loose Mounting,2
2024-01-17,Plant-C,Utility-A,Door Trim,Supplier-Gamma,Crack,Automated,920,13,6307,7644,Production,Paint Peeling,7
2024-06-20,Plant-B,SUV-A,Door Trim,Supplier-Gamma,Paint Defect,Automated,1055,23,3230,5967,DV,Surface Damage,2
2024-08-07,Plant-C,SUV-A,Dashboard Panel,Supplier-Gamma,Fitment Gap,Automated,1160,15,10989,9102,Production,Dimensional Variation,4
2024-06-06,Plant-B,SUV-A,Dashboard Panel,Supplier-Gamma,Warping,Manual,901,13,13790,17594,Production,Loose Mounting,5
2024-02-15,Plant-B,SUV-A,Dashboard Panel,Supplier-Gamma,Warping,Automated,987,17,11758,4239,PV,Surface Damage,8
2024-01-06,Plant-B,Utility-A,Dashboard Panel,Supplier-Alpha,Crack,Manual,545,20,13225,14614,DV,Paint Peeling,4
2024-04-08,Plant-A,SUV-A,Door Trim,Supplier-Delta,Crack,Manual,1186,12,3384,4418,Production,Material Crack,2
2024-08-20,Plant-A,Utility-A,Front Bumper,Supplier-Alpha,Crack,Automated,653,15,12417,4957,DV,Paint Peeling,9
2024-02-06,Plant-C,SUV-A,Fender Cladding,Supplier-Gamma,Paint Defect,Automated,760,19,5213,19322,PV,Loose Mounting,6
2024-10-06,Plant-B,Offroad-A,Front Bumper,Supplier-Beta,Scratch,Automated,1144,17,5446,4506,Production,Material Crack,1
2024-12-14,Plant-A,Offroad-A,Wheel Arch Cladding,Supplier-Beta,Warping,Manual,786,23,13918,14141,DV,Paint Peeling,4
2024-10-28,Plant-C,SUV-A,Door Trim,Supplier-Gamma,Paint Defect,Manual,1167,16,12617,3056,PV,Loose Mounting,2
2024-06-29,Plant-C,SUV-A,Front Bumper,Supplier-Delta,Warping,Manual,1344,9,1209,17788,Production,Surface Damage,10
2024-04-04,Plant-C,SUV-B,Door Trim,Supplier-Gamma,Paint Defect,Manual,1252,10,6352,3801,DV,Surface Damage,7
2024-04-08,Plant-C,Offroad-A,Wheel Arch Cladding,Supplier-Alpha,Fitment Gap,Automated,830,17,5219,4003,PV,Material Crack,10
2024-07-06,Plant-C,Utility-A,Rear Bumper,Supplier-Delta,Scratch,Manual,1138,16,8146,7192,PV,Paint Peeling,1
2024-04-25,Plant-D,Offroad-A,Rear Bumper,Supplier-Delta,Warping,Manual,1204,15,1589,16992,Production,Surface Damage,9
2024-07-09,Plant-B,Utility-A,Rear Bumper,Supplier-Alpha,Crack,Manual,971,8,9324,9907,Production,Paint Peeling,8
2024-09-09,Plant-C,SUV-A,Door Trim,Supplier-Delta,Scratch,Manual,768,13,13502,9301,Production,Surface Damage,4
2024-06-09,Plant-D,Offroad-A,Front Bumper,Supplier-Gamma,Warping,Automated,1133,16,4839,4432,DV,Loose Mounting,6
2024-09-12,Plant-B,Offroad-A,Door Trim,Supplier-Gamma,Fitment Gap,Automated,1157,15,6120,8410,PV,Material Crack,8
2024-11-18,Plant-A,SUV-B,Fender Cladding,Supplier-Beta,Warping,Automated,1163,15,9531,5434,PV,Material Crack,4
2024-05-07,Plant-C,SUV-B,Front Bumper,Supplier-Alpha,Warping,Automated,656,14,8553,15712,Production,Dimensional Variation,2
2024-01-18,Plant-D,Offroad-A,Wheel Arch Cladding,Supplier-Delta,Warping,Automated,1167,10,4306,8395,PV,Surface Damage,3
2024-10-07,Plant-A,Offroad-A,Dashboard Panel,Supplier-Delta,Scratch,Manual,1113,15,11876,13919,Production,Surface Damage,6
2024-08-10,Plant-D,Offroad-A,Rear Bumper,Supplier-Delta,Warping,Manual,928,16,9173,6186,Production,Dimensional Variation,6
2024-02-23,Plant-B,Utility-A,Front Bumper,Supplier-Gamma,Crack,Manual,1384,11,2636,13752,PV,Paint Peeling,2
2024-02-27,Plant-B,SUV-A,Front Bumper,Supplier-Alpha,Paint Defect,Manual,1481,13,10993,10549,PV,Material Crack,2
2024-11-18,Plant-A,SUV-B,Rear Bumper,Supplier-Gamma,Crack,Manual,1351,10,4318,5528,DV,Material Crack,10
2024-12-25,Plant-D,SUV-A,Wheel Arch Cladding,Supplier-Delta,Fitment Gap,Automated,751,14,13465,11218,Production,Material Crack,10
2024-06-22,Plant-C,SUV-B,Door Trim,Supplier-Gamma,Scratch,Manual,766,18,5932,19434,PV,Loose Mounting,4
2024-10-06,Plant-C,SUV-B,Door Trim,Supplier-Delta,Paint Defect,Automated,1318,16,14608,10501,Production,Paint Peeling,5
2024-04-23,Plant-A,SUV-B,Dashboard Panel,Supplier-Delta,Scratch,Automated,558,14,2465,19276,PV,Dimensional Variation,7
2024-10-14,Plant-A,Offroad-A,Front Bumper,Supplier-Gamma,Scratch,Automated,1351,14,14388,16220,Production,Material Crack,6
2024-12-07,Plant-A,SUV-B,Rear Bumper,Supplier-Delta,Warping,Manual,1116,16,11819,2627,Production,Surface Damage,4
2024-05-30,Plant-D,SUV-A,Fender Cladding,Supplier-Gamma,Crack,Manual,1280,18,5887,11849,Production,Surface Damage,5
2024-05-06,Plant-C,SUV-B,Wheel Arch Cladding,Supplier-Beta,Paint Defect,Manual,1058,20,12887,14247,Production,Paint Peeling,10
2024-06-03,Plant-C,SUV-A,Door Trim,Supplier-Gamma,Warping,Automated,1099,10,9666,14393,Production,Loose Mounting,8
2024-09-29,Plant-C,SUV-B,Wheel Arch Cladding,Supplier-Beta,Paint Defect,Automated,670,17,3359,19747,DV,Dimensional Variation,10
2024-04-13,Plant-A,SUV-B,Wheel Arch Cladding,Supplier-Beta,Crack,Manual,1163,19,4449,6067,PV,Material Crack,2
2024-10-25,Plant-C,Offroad-A,Dashboard Panel,Supplier-Gamma,Warping,Automated,1187,10,3275,12681,PV,Dimensional Variation,6
2024-09-02,Plant-B,SUV-A,Wheel Arch Cladding,Supplier-Alpha,Paint Defect,Automated,818,15,11019,13902,DV,Dimensional Variation,1
2024-06-24,Plant-A,SUV-B,Rear Bumper,Supplier-Alpha,Warping,Automated,1156,20,14879,9566,DV,Surface Damage,6
2024-02-08,Plant-C,SUV-B,Dashboard Panel,Supplier-Gamma,Scratch,Manual,1336,17,3000,14109,DV,Loose Mounting,10
2024-06-18,Plant-D,SUV-A,Rear Bumper,Supplier-Gamma,Fitment Gap,Automated,1321,13,9971,3442,DV,Material Crack,2
2024-09-03,Plant-A,SUV-B,Dashboard Panel,Supplier-Delta,Paint Defect,Manual,1233,15,11635,5111,Production,Surface Damage,10
2024-01-26,Plant-B,Utility-A,Rear Bumper,Supplier-Delta,Crack,Manual,897,16,8508,16194,DV,Surface Damage,8
2024-12-20,Plant-B,Offroad-A,Dashboard Panel,Supplier-Gamma,Paint Defect,Automated,514,17,11311,6086,DV,Surface Damage,1
2024-11-01,Plant-D,SUV-A,Dashboard Panel,Supplier-Alpha,Fitment Gap,Automated,1468,13,4529,11054,DV,Surface Damage,2
2024-01-13,Plant-D,Offroad-A,Front Bumper,Supplier-Delta,Paint Defect,Automated,961,14,10277,13501,DV,Dimensional Variation,7
2024-11-11,Plant-A,Utility-A,Rear Bumper,Supplier-Delta,Paint Defect,Manual,637,19,7648,14485,Production,Loose Mounting,10
2024-11-08,Plant-A,Utility-A,Front Bumper,Supplier-Alpha,Paint Defect,Manual,1261,15,2471,17115,DV,Dimensional Variation,8
2024-02-05,Plant-B,Utility-A,Dashboard Panel,Supplier-Gamma,Crack,Automated,649,25,10202,19006,PV,Loose Mounting,3
2024-06-21,Plant-D,SUV-A,Door Trim,Supplier-Alpha,Fitment Gap,Automated,1362,9,6976,14061,PV,Loose Mounting,10
2024-01-20,Plant-A,Utility-A,Dashboard Panel,Supplier-Beta,Fitment Gap,Manual,1280,14,6787,7719,Production,Material Crack,9
2024-11-16,Plant-B,SUV-A,Door Trim,Supplier-Delta,Crack,Automated,1092,16,11755,13989,Production,Dimensional Variation,4
